corpus,pool_dir,file,trace,instance_id,model,metadata_instance_id,n_llm,n_tool,peak_prompt_tokens,sum_prompt_tokens,sum_completion_tokens,llm_s,tool_s,wall_s,bucket
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3230.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3230.trace.jsonl,tobymao__sqlglot-3230,gpt-5.6-sol,,39,38,38142,788135,6869,247.1,399.7,647.6,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3238.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3238.trace.jsonl,tobymao__sqlglot-3238,gpt-5.6-sol,,39,38,31362,617283,5869,196.8,384.6,582.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3242.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3242.trace.jsonl,tobymao__sqlglot-3242,gpt-5.6-sol,,36,35,29771,620231,5909,200.8,381.7,583.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3252.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3252.trace.jsonl,tobymao__sqlglot-3252,gpt-5.6-sol,,40,39,45830,1037997,5706,189.7,234.1,425.1,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3255.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3255.trace.jsonl,tobymao__sqlglot-3255,gpt-5.6-sol,,47,46,33120,798174,6852,208.9,293.7,503.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3272.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3272.trace.jsonl,tobymao__sqlglot-3272,gpt-5.6-sol,,40,39,30973,721431,5854,183.8,304.0,488.6,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3284.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3284.trace.jsonl,tobymao__sqlglot-3284,gpt-5.6-sol,,40,39,31916,663817,6034,190.2,367.2,558.1,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3290.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3290.trace.jsonl,tobymao__sqlglot-3290,gpt-5.6-sol,,38,37,30547,641388,6829,207.2,375.6,583.6,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3329.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3329.trace.jsonl,tobymao__sqlglot-3329,gpt-5.6-sol,,41,40,38815,942069,7315,251.4,370.0,622.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3330.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3330.trace.jsonl,tobymao__sqlglot-3330,gpt-5.6-sol,,38,37,38232,820788,8527,273.8,365.7,640.3,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3333.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3333.trace.jsonl,tobymao__sqlglot-3333,gpt-5.6-sol,,46,45,52125,1283569,8354,281.9,588.9,871.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3339.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3339.trace.jsonl,tobymao__sqlglot-3339,gpt-5.6-sol,,32,31,26302,458226,4780,172.8,554.9,728.3,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3352.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3352.trace.jsonl,tobymao__sqlglot-3352,gpt-5.6-sol,,53,52,42133,1186646,9267,293.4,248.8,543.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3367.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3367.trace.jsonl,tobymao__sqlglot-3367,gpt-5.6-sol,,20,19,20737,233707,2712,87.4,389.8,477.5,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3376.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3376.trace.jsonl,tobymao__sqlglot-3376,gpt-5.6-sol,,30,29,29279,518620,5050,151.1,442.2,593.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3392.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3392.trace.jsonl,tobymao__sqlglot-3392,gpt-5.6-sol,,29,28,23996,392709,3669,120.8,260.8,382.1,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3394.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3394.trace.jsonl,tobymao__sqlglot-3394,gpt-5.6-sol,,34,33,33151,642387,7802,229.7,356.4,586.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3401.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3401.trace.jsonl,tobymao__sqlglot-3401,gpt-5.6-sol,,34,33,26892,501477,7032,189.1,470.8,660.6,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3417.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3417.trace.jsonl,tobymao__sqlglot-3417,gpt-5.6-sol,,27,26,19758,335077,4582,142.4,402.2,545.1,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3418.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3418.trace.jsonl,tobymao__sqlglot-3418,gpt-5.6-sol,,27,26,22143,360002,3812,128.4,234.8,363.5,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3425.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3425.trace.jsonl,tobymao__sqlglot-3425,gpt-5.6-sol,,45,44,29687,763759,8387,349.9,408.9,759.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3426.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3426.trace.jsonl,tobymao__sqlglot-3426,gpt-5.6-sol,,27,26,24112,378203,6007,183.8,410.1,594.4,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3436.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3436.trace.jsonl,tobymao__sqlglot-3436,gpt-5.6-sol,,36,35,30290,622792,7405,262.7,450.2,713.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3440.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3440.trace.jsonl,tobymao__sqlglot-3440,gpt-5.6-sol,,40,39,29126,655686,8129,306.8,352.8,660.4,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3470.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3470.trace.jsonl,tobymao__sqlglot-3470,gpt-5.6-sol,,36,35,26101,579277,6620,239.1,204.1,444.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3477.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3477.trace.jsonl,tobymao__sqlglot-3477,gpt-5.6-sol,,41,40,37681,806086,7793,278.4,432.8,712.2,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3478.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3478.trace.jsonl,tobymao__sqlglot-3478,gpt-5.6-sol,,36,35,26279,502110,6668,223.3,279.7,503.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3515.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3515.trace.jsonl,tobymao__sqlglot-3515,gpt-5.6-sol,,35,34,26904,532356,5025,174.7,424.3,599.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3533.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3533.trace.jsonl,tobymao__sqlglot-3533,gpt-5.6-sol,,27,26,22321,405868,3526,119.5,120.5,240.5,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3547.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3547.trace.jsonl,tobymao__sqlglot-3547,gpt-5.6-sol,,36,35,28318,655709,8750,262.6,144.5,408.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3548.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3548.trace.jsonl,tobymao__sqlglot-3548,gpt-5.6-sol,,42,41,36016,875009,8406,257.8,136.1,394.7,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3549.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3549.trace.jsonl,tobymao__sqlglot-3549,gpt-5.6-sol,,44,43,41004,1017149,7041,243.0,215.7,459.8,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3552.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3552.trace.jsonl,tobymao__sqlglot-3552,gpt-5.6-sol,,32,31,22828,473932,5077,169.1,132.5,302.1,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3566.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3566.trace.jsonl,tobymao__sqlglot-3566,gpt-5.6-sol,,33,32,34627,667147,6468,197.6,130.2,328.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3605.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3605.trace.jsonl,tobymao__sqlglot-3605,gpt-5.6-sol,,31,30,21464,424182,4067,179.0,128.1,307.6,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3612.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3612.trace.jsonl,tobymao__sqlglot-3612,gpt-5.6-sol,,33,32,24426,474656,3599,144.1,136.2,280.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3620.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3620.trace.jsonl,tobymao__sqlglot-3620,gpt-5.6-sol,,21,20,19887,257090,4174,161.0,130.3,291.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3621.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3621.trace.jsonl,tobymao__sqlglot-3621,gpt-5.6-sol,,43,42,33340,872553,6553,250.2,406.2,657.2,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3627.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3627.trace.jsonl,tobymao__sqlglot-3627,gpt-5.6-sol,,45,44,30927,841380,7199,256.2,319.3,576.5,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3630.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3630.trace.jsonl,tobymao__sqlglot-3630,gpt-5.6-sol,,50,49,46060,1308673,11629,404.4,854.0,1259.6,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3637.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3637.trace.jsonl,tobymao__sqlglot-3637,gpt-5.6-sol,,35,34,33377,708831,6751,226.3,225.5,452.6,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3641.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3641.trace.jsonl,tobymao__sqlglot-3641,gpt-5.6-sol,,36,35,22255,559303,5663,201.5,358.4,560.5,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3650.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3650.trace.jsonl,tobymao__sqlglot-3650,gpt-5.6-sol,,37,36,24302,580342,5663,190.2,362.6,553.5,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3652.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3652.trace.jsonl,tobymao__sqlglot-3652,gpt-5.6-sol,,35,34,26755,589250,5465,188.2,380.0,568.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3682.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3682.trace.jsonl,tobymao__sqlglot-3682,gpt-5.6-sol,,22,21,22837,345561,4166,134.1,121.8,256.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3689.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3689.trace.jsonl,tobymao__sqlglot-3689,gpt-5.6-sol,,55,54,30295,843938,9126,299.2,255.4,555.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3695.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3695.trace.jsonl,tobymao__sqlglot-3695,gpt-5.6-sol,,41,40,27474,669872,4413,192.7,230.6,424.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3696.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3696.trace.jsonl,tobymao__sqlglot-3696,gpt-5.6-sol,,33,32,28316,576919,6943,222.8,140.4,363.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3699.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3699.trace.jsonl,tobymao__sqlglot-3699,gpt-5.6-sol,,29,28,33777,587426,5402,176.1,220.9,397.6,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3701.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3701.trace.jsonl,tobymao__sqlglot-3701,gpt-5.6-sol,,35,34,30366,651607,4804,195.4,139.0,335.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3720.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3720.trace.jsonl,tobymao__sqlglot-3720,gpt-5.6-sol,,42,41,33010,757720,7629,273.0,259.6,533.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3731.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3731.trace.jsonl,tobymao__sqlglot-3731,gpt-5.6-sol,,42,41,34961,759203,7647,258.7,133.9,393.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3734.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3734.trace.jsonl,tobymao__sqlglot-3734,gpt-5.6-sol,,34,33,27788,589076,4661,194.2,237.8,432.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3745.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3745.trace.jsonl,tobymao__sqlglot-3745,gpt-5.6-sol,,25,24,22905,348841,4907,163.1,142.5,306.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3756.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3756.trace.jsonl,tobymao__sqlglot-3756,gpt-5.6-sol,,29,28,28711,502922,6115,224.1,126.8,351.3,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3765.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3765.trace.jsonl,tobymao__sqlglot-3765,gpt-5.6-sol,,32,31,24118,472297,3567,165.0,128.9,294.5,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,pennylane__PennyLaneAI__pennylane-1072.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/pennylane__PennyLaneAI__pennylane-1072.trace.jsonl,PennyLaneAI__pennylane-1072,gpt-5.6-sol,,57,56,66248,1918223,10905,404.3,264.4,670.0,>=64K
swe-rebench,swe-rebench-original-flat-644-20260904,pennylane__PennyLaneAI__pennylane-1117.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/pennylane__PennyLaneAI__pennylane-1117.trace.jsonl,PennyLaneAI__pennylane-1117,gpt-5.6-sol,,41,40,62299,1341219,9682,378.5,239.0,618.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,pennylane__PennyLaneAI__pennylane-1260.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/pennylane__PennyLaneAI__pennylane-1260.trace.jsonl,PennyLaneAI__pennylane-1260,gpt-5.6-sol,,50,49,61522,1845971,12831,431.3,191.8,624.3,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,pennylane__PennyLaneAI__pennylane-1320.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/pennylane__PennyLaneAI__pennylane-1320.trace.jsonl,PennyLaneAI__pennylane-1320,gpt-5.6-sol,,86,85,89011,3837569,20035,744.3,504.8,1251.6,>=64K
swe-rebench,swe-rebench-original-flat-644-20260904,pennylane__PennyLaneAI__pennylane-1325.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/pennylane__PennyLaneAI__pennylane-1325.trace.jsonl,PennyLaneAI__pennylane-1325,gpt-5.6-sol,,66,65,73464,2283412,18908,683.7,291.1,976.3,>=64K
swe-rebench,swe-rebench-original-flat-644-20260904,pennylane__PennyLaneAI__pennylane-1329.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/pennylane__PennyLaneAI__pennylane-1329.trace.jsonl,PennyLaneAI__pennylane-1329,gpt-5.6-sol,,53,52,57526,1623206,8985,409.4,241.6,652.1,32-64K
